theatre,lng,lat,type,projector,date,ratio,width,height,size,seats,note
迪拜 - REEL Cinemas Dubai Marina Mall,55.1406678,25.0768121,dolby,科视Christie E3LH数字影院放映机,,,,,,,
迪拜 - NOVO CINEMAS IBN BATTUTA MALL & IMAX,55.123519,25.047722,imax,IMAX Xenon,,,20.63,13.10,270.2530,348,
阿布扎比Abu Dhabi - VOX AL MARYAH & IMAX,54.3914863,24.5028673,imax,IMAX Commercial Laser,2019年9月4日,,,,,410,
卡马河畔切尔尼(Набережные Челны) - КИНО OKKO,52.3892884,55.7305685,imax,IMAX Xenon,2013年2月29日,,,,,,
"多哈 - NOVA CINEMAS IMAX ""THE PEARL""",51.5310398,25.2854473,imax,IMAX Xenon,2014年7月28日,,17.61,9.75,171.6975,,
"多哈 - IMAX 3D, VILLAGIO MALL",51.4436024,25.2589984,imax,IMAX Xenon,,,21.30,13.28,282.8640,,
多哈 - Novo Mall of Qatar & IMAX,51.3493982,25.3287853,imax,IMAX GT 3D Laser,2016年10月12日,,28.65,15.88,454.9620,,
瑟克特夫卡尔(Сыктывкар) - КИНО OKKO,50.8168774,61.6641145,imax,IMAX Xenon,2012年12月18日,,,,,,
萨马拉(Самара) - Киномакс,50.1894973,53.1914851,imax,IMAX Xenon,2017年4月7日,,,,,,
巴库(Баку) - Park Cinema Flame Towers,49.8261748,40.3598029,imax,IMAX Xenon,2014年12月13日,,,,,,
陶里亚蒂(Тольятти) - Mori Cinema,49.3895611,53.5420389,imax,IMAX Xenon,2014年6月28日,,,,,,
乌里扬诺夫斯克(Ульяновск) - КИНО OKKO,48.5874049,54.37829,imax,IMAX Xenon,2012年9月12日,,,,,,
Fahaheel - Cinescape Al-Kout,48.1396502,29.0777802,imax,IMAX Commercial Laser,2018年11月28日,,21.03,11.82,248.5746,,
薩利米耶 - Scientific Center of Kuwait ,48.08983,29.3497893,imax,IMAX GT 3D Laser,"2000年12月27日
2017年10月23日",,19.99,14.75,294.8525,,
阿斯特拉罕(Астрахань) - Киномакс,48.0552722,46.3599477,imax,IMAX Xenon,2012年3月29日,,,,,,
Zahra - 360 KUWAIT & IMAX,47.9927896,29.2675753,imax,IMAX Xenon,2009年7月5日,,21.00,11.79,247.5900,,
萨拉托夫(Саратов) - КИНО OKKO,46.0154123,51.5461754,imax,IMAX Xenon,2010年12月15日,,,,,,
第比利斯(Тбилиси) - Cavea IMAX,44.8962253,41.6894294,imax,IMAX Xenon,2015年9月12日,,,,,,
伏尔加格勒(Волгоград) - КИНО OKKO,44.5133034,48.708048,imax,IMAX Xenon,2011年12月28日,,,,,,
下诺夫哥罗德(Нижний Новгород) - КИНО OKKO,44.006534,56.2424398,imax,IMAX Xenon,2012年5月23日,,,,,,
斯塔夫罗波尔(Ставрополь) - КИНО OKKO,41.9631954,45.0390116,imax,IMAX Xenon,2015年12月29日,,,,,,
索契(Сочи) - КИНО ОККО МореМолл,39.744223,43.615541,imax,IMAX Xenon,2012年10月22日,,,,,,
梁赞(Рязань) - Киномакс,39.6887935,54.6342985,imax,IMAX Xenon,2012年9月27日,,,,,,
罗斯托夫(Ростов) - Киномакс,39.6311496,47.2086594,imax,IMAX Xenon,2018年1月11日,,,,,,
利佩茨克(Липецк) - Киномакс Липецк,39.5053825,52.5916429,imax,IMAX Xenon,2017年2月11日,,,,,,
沃罗涅日(Воронеж) - КИНО OKKO,39.1626732,51.7105791,imax,IMAX Xenon,2011年12月28日,,,,,,
克拉斯诺达尔(Краснодар) - Монитор,38.9745706,45.036035,imax,IMAX Xenon,2011年5月16日,,,,,,
莫斯科州科捷尔尼基(МО Котельники) - КИНО OKKO МЕГА Белая дача,37.8452146,55.658314,imax,IMAX Xenon,2009年4月12日,,18.28,10.21,186.6388,,
莫斯科州梅季希(МО Мытищи) - Mori Cinema - Июнь,37.7552338,55.9248562,imax,IMAX Xenon,2013年1月1日,,,,,,
莫斯科(Москва) - Киномакс-Титан (Каширская Плаза),37.7138168,55.6213948,imax,IMAX GT 3D Laser,2018年8月3日,,28.04,15.66,439.1064,,
莫斯科(Москва) - Киномакс - Мозаика,37.6748924,55.7106132,imax,IMAX Xenon,2015年5月21日,,,,,,
图拉(Тула) - КИНО OKKO,37.6184915,54.204836,imax,IMAX Xenon,2016年12月15日,,,,,,
莫斯科(Москва) - Киномакс - Пражская (Columbus),37.6060832,55.6127775,imax,IMAX Xenon,2015年5月28日,,,,,,
莫斯科(Москва) - Каро 11 - Киноцентр Октябрь,37.5874222,55.7528816,imax,IMAX Xenon,2010年12月16日,,,,,,
莫斯科 (Москва) - КИНО OKKO Афимолл сити,37.539736,55.7489569,imax,IMAX Xenon,2011年9月27日,,,,,,
莫斯科(Москва) - КИНО ОККО - Формула Кино на Полежаевской - Хорошо,37.5236916,55.7769459,imax,IMAX GT 3D Laser,2016年9月24日,,27.64,15.57,430.3548,,
莫斯科(Москва) - КИНО OKKO МЕГА Тёплый стан,37.4919733,55.6042316,imax,IMAX Xenon,2010年4月3日,,,,,,
莫斯科(Москва) - КИНО OKKO - Океания,37.4760925,55.7278358,imax,IMAX Xenon,2016年8月25日,,,,,,
莫斯科(Москва) - Москва – Киносфера IMAX,37.448872,55.880782,imax,IMAX Xenon,2003年4月3日,,22.82,16.15,368.543,,
莫斯科州希姆基(МО Химки) - КИНО OKKO МЕГА Химки,37.3964873,55.9110198,imax,IMAX Xenon,2011年2月2日,,,,,,
莫斯科州奥金佐沃区(МО Одинцовский район) - Каро 13 - Vegas Кунцево,37.3792606,55.7201923,imax,IMAX Xenon,2017年10月19日,,,,,,
阿纳帕(Анапа) - Монитор,37.3158041,44.8935914,imax,IMAX Xenon,2012年8月30日,,,,,,
内罗毕  - CENTURY CINEMAX GARDEN CITY MALL & IMAX,36.8782007,-1.231754,imax,IMAX Xenon,2016年11月18日,,17.06,9.50,162.0700,,
内罗毕 - IMAX 20TH CENTURY,36.8219462,-1.2920659,imax,IMAX Xenon,2012年4月1日,,16.88,9.14,154.2832,,
哈尔科夫(Харьков) - Планета Кино - Харьков Французский бульвар,36.2897808,49.9903926,imax,IMAX Xenon,2012年12月20日,,,,,,
库尔斯克(Курск) - Синема 5,36.1919932,51.7490284,imax,IMAX Xenon,2017年12月16日,,,,,,
第聂伯罗(Днепр) - Мультиплекс - Днепр Дафи IMAX,35.0217962,48.4254149,imax,IMAX Xenon,2016年12月15日,,,,,,
雅尔塔(Ялта) – Сатурн IMAX,34.1680018,44.4988725,imax,IMAX Xenon,2013年5月26日,,,,,,
德班 - GATEWAY IMAX,31.0218404,-29.8586804,imax,IMAX Xenon,2013年11月8日,,18.83,10.39,195.6437,,
敖德萨(Одесса) - Планета Кино - Одесса Таирова,30.7093915,46.4157458,imax,IMAX Xenon,2010年6月17日,,,,,,
基辅(Киев) - Планета Кино - River Mall IMAX with Laser,30.6113557,50.4058321,imax,IMAX Xenon,2019年1月8日,,,,,,
基辅(Киев) - Планета Кино - Киев Блокбастер,30.5193409,50.4862025,imax,IMAX Xenon,2008年9月20日,,,,,,
圣彼得堡(Санкт-Петербург) - КИНО OKKO Жемчужина,30.4186577,59.7280282,imax,IMAX Xenon,2013年9月19日,,,,,,
圣彼得堡(Санкт-Петербург) - КИНО OKKO Галерея,30.3605662,59.9275823,imax,IMAX Xenon,2010年12月16日,,,,,,
基辅(Киев) - Мультиплекс - Lavina IMAX Лазер,30.3570494,50.4967487,imax,IMAX Xenon,2019年4月23日,,,,,,
圣彼得堡(Санкт-Петербург) - КИНО OKKO Питер Радуга,30.3503222,59.8687178,imax,IMAX Xenon,2007年5月18日,,,,,,
圣彼得堡(Санкт-Петербург) - КИНО OKKO Питерлэнд,30.2100359,59.9811087,imax,IMAX Xenon,2013年9月12日,,,,,,
比勒陀利亚 - STER-KINEKOR THE GROVE & IMAX,28.3263889,-25.7669444,imax,IMAX Xenon,2014年6月26日,,18.95,10.48,198.5960,,
米德蘭 (Midrand)- STER-KINEKOR & IMAX,28.1262927,-25.9991795,imax,IMAX Xenon,2016年4月28日,,18.89,10.45,197.4005,,
傑米斯頓 - STER-KINEKOR EASTGATE & IMAX,28.1164859,-26.1804651,imax,IMAX Xenon,2015年12月4日,,20.75,11.58,240.2850,,
桑頓 - STER-KINEKOR CAPEGATE & IMAX,28.0567007,-26.1075663,imax,IMAX Xenon,2014年12月10日,,16.42,8.99,147.6158,,
克魯格斯多普 - STER-KINEKOR CRADLESTONE MALL & IMAX,27.836568,-26.0601442,imax,IMAX Xenon,2015年7月3日,,18.89,10.48,197.9672,,
伊莉莎白港 - STER-KINEKOR BAYWEST MALL & IMAX,25.4585456,-33.9518928,imax,IMAX Xenon,2015年6月18日,,18.28,10.14,185.3592,,
赫爾辛基 - Finnkino Itis,25.0831947,60.2115022,imax,IMAX Commercial Laser,,,23.31,13.28,309.5568,,
利沃夫(Львов) - Планета Кино - King Cross,24.0099186,49.7735151,imax,IMAX Xenon,2010年12月16日,,,,,,
加里宁格勒(Калининград) - КИНО OKKO,20.4522144,54.7104264,imax,IMAX Xenon,2013年4月26日,,,,,,
贝尔格莱德(Beograd - CINEPLEXX GALERIJA BELGRADE & IMAX,20.4455739,44.8027469,imax,IMAX Commercial Laser ,2021年3月25日,,,,,,
開普敦 - STER-KINEKOR BLUE ROUTE MALL & IMAX,18.4518214,-34.0638887,imax,IMAX Xenon,2020年3月1日,,,,,,
布拉迪斯拉發 - Bory Mall,17.0339584,48.2055705,imax,IMAX Commercial Laser,2018年2月7日,,22.98,12.98,298.2804,,
"布拉格 - IMAX Theatre, Palac Flora",14.461165,50.078891,imax,"IMAX GT 
IMAX Xenon",,,23.86,18.47,440.6942,,
林茨 - Cineplexx Linz,14.321432,48.3012772,dolby,科视Christie E3LH数字影院放映机,,,,,140.0000,394,
柏林(Berlin)  UCI-Kinowelt am Mercedes-Platz,13.4428696,52.5053609,imax,IMAX Commercial Laser,2018年11月14日,,20.87,13.50,281.745,372,
柏林(Berlin) – CineStar IMAX im Sony Center ,13.3731271,52.5097023,imax,IMAX GT 3D Laser,,,24.68,20.20,498.536,,
萨尔茨堡 - CINEPLEXX SALZBURG AIRPORT,12.9889455,47.7931909,dolby,科视Christie E3LH数字影院放映机,,,,,142.0000,411,
慕尼黑  -  Kinopolis Mathaeser ,11.5638216,48.1391419,dolby,科视Christie E3LH数字影院放映机,,,15.700,6.600,103.6200,,
奧斯陸 - ODEON Oslo,10.7719911,59.947584,imax,IMAX Commercial Laser,,,24.17,13.68,330.6456,,
漢堡 (Hamburg) UCI-Kinowelt Wandsbek,10.0967069,53.5882667,imax,IMAX Xenon,2018年7月14日,,,,,249,
漢堡 (Hamburg)	UCI Kinowelt Othmarschen Park,9.9002233,53.5574527,imax,IMAX Xenon,2018年12月15日,,,,,273,
奧廖阿爾塞廖 - UCI Cinemas Orio & IMAX ,9.6964925,45.6613373,imax,IMAX GT 3D Laser,2017年7月1日,,29.50,16.50,486.75,425,
辛斯海姆(Sinsheim)  – Auto & Technik Museum ,8.8972425,49.238784,imax,IMAX GT 3D Laser,1996年4月28日,,24.78,18.07,447.7746,,
"施派爾(Sinsheim)– IMAX Dome, Technik Museum ",8.4452401,49.3123422,imax,IMAX GT Dome ,1997年8月2日,,23.98,,,,
"卡爾斯魯厄(Karlsruhe)  – Filmpalast, ZKM IMAX",8.3851595,49.0004959,imax,IMAX GT 3D Laser,2000年1月1日,,21.33,15.78,336.5874,,
斯普賴滕巴赫 - PATHE SPREITENBACH & IMAX,8.3719435,47.4210313,imax,IMAX Commercial Laser,,,,,,,
埃比孔 - Pathé Mall of Switzerland,8.3574234,47.0922055,imax,IMAX Commercial Laser,2017年11月8日,,22.49,12.46,280.2254,,
伯恩附近穆里 - CINEDOME MURI & IMAX,7.5034408,46.9268001,imax,IMAX Xenon,2018年4月5日,,20.36,11.24,228.8464,,
波鸿Bochum	UCI Kinowelt Ruhr-Park	,7.2771147,51.4958331,imax,IMAX Xenon,2018年5月24日,,17.31,9.66,167.2146,295,
尼斯 - Les Cinémas Gaumont Pathé Gare du Sud,7.2606583,43.7094181,dolby,科视Christie E3LH数字影院放映机,,,,,,,
戛纳(Cannes) – Cineum Cannes,6.9596398,43.5506904,imax,IMAX Commercial Laser,,,,,,513,
Düsseldorf UCI Kinowelt	,6.7515364,51.2131671,imax,IMAX Commercial Laser,2020年1月1日,,,,,314,
阿爾尚(Archamps) – Cinema Gaumont ,6.130956,46.135197,imax,IMAX Commercial Laser ,,,24.99,13.89,347.1111,,
韋爾涅 - Pathe Balexert＆IMAX,6.1133817,46.2187083,imax,IMAX Xenon,2013年11月27日,,18.50,10.02,185.37,,
拉瓦勒特迪瓦(La Valette-du-Var) – Cinéma Pathé La Valette ,5.9875844,43.13824,imax,IMAX Commercial Laser ,2016年5月25日,,25.48,14.11,359.5228,,
阿纳姆 - PATHE ARNHEM & IMAX,5.9036683,51.9841818,imax,IMAX Xenon,,,,,,,
艾恩德霍芬 - PATHE EINDHOVEN & IMAX,5.480443,51.4408821,imax,IMAX Commercial Laser,,,17.98,7.01,,,
馬賽(Marseille) – Cinéma Pathé Plan de Campagne,5.3616652,43.412952,imax,IMAX Commercial Laser ,,,26.84,13.87,372.2708,,
提耳堡 - PATHE TILBURG & IMAX,5.0898028,51.557953,imax,IMAX Commercial Laser ,,,,,,,
阿姆斯特丹 - Pathé Arena,4.945617,52.3123652,imax,IMAX Commercial Laser,,,20.42,10.36,211.5512,,
里昂 - Les Cinémas Gaumont Pathé Vaise,4.8121805,45.7875084,dolby,科视Christie E3LH数字影院放映机,,,,,,,
鹿特丹 - Pathé Schouwburgplein,4.473408,51.9207891,imax,IMAX Commercial Laser,,,,,,,
沙勒羅瓦 - Pathé Charleroi,4.458991,50.418795,imax,IMAX Commercial Laser,2018年2月6日,,24.96,13.86,345.9456,,
布魯塞爾 - Kinepolis Brussel ,4.3378853,50.8956083,imax,IMAX GT 3D Laser,2016年12月14日,,27.58,19.29,532.0182,,
海牙 - Pathé Spuimarkt,4.3151966,52.077183,imax,IMAX Commercial Laser,,,,,,,
蒂盧瓦(Thillois) – Cinéma Gaumont Parc Millésime,3.9657149,49.2533245,imax,IMAX Commercial Laser ,,,22.00,12.28,270.1600,,
蒙彼利埃(Montpellier) – Cinéma Gaumont Montpellier Multiplexe,3.9155203,43.604476,imax,IMAX GT 3D Laser,1998年4月1日,,23.74,17.31,410.9394,,
馬恩拉瓦萊(Marne-la-Vallée) – Gaumont Disney Village ,2.598505,48.859276,imax,IMAX GT 3D Laser,2005年3月11日,,26.15,14.81,387.2815,,
弗朗斯地區特朗布萊  -  Les Cinémas Gaumont Pathé Aeroville,2.5219686,48.9912088,dolby,科视Christie E3LH数字影院放映机,,,,,,,
蒂艾 - Les Cinémas Gaumont Pathé Belle Epine,2.3733395,48.756461,dolby,科视Christie E3LH数字影院放映机,,,,,,,
巴黎 - Les Cinémas Gaumont Pathé Massy,2.27137,48.730756,dolby,科视Christie E3LH数字影院放映机,,,,,,,
Barcelona – CINESA DIAGONAL MAR & IMAX,2.2165149,41.41027,imax,IMAX Xenon,2019年11月2日,,,,,,
孔夫朗-聖奧諾里訥(Conflans-Sainte-Honorine) – Cinema Pathé Conflans,2.0781863,49.0036246,imax,IMAX Commercial Laser ,,,25.08,13.89,348.3612,,
薩朗(Saran) – Pathé Saran,1.896252,47.9463542,imax,IMAX Commercial Laser ,,,22.00,12.31,270.8200,,
圖盧茲(Toulouse) – Cité De L'Espace,1.4933567,43.5866272,imax,IMAX GT,2005年5月10日,,21.12,16.09,339.8208,,
圖盧茲 -  Les Cinémas Gaumont Pathé Wilson,1.4477603,43.6044878,dolby,科视Christie E3LH数字影院放映机,,,,,,,
鲁昂 - Les Cinémas Gaumont Pathé Les Docks,1.0658348,49.4464771,dolby,科视Christie E3LH数字影院放映机,,,,,,,
"Ashford – Cineworld, Eureka Entertainment Centre",0.8739631,51.1451007,imax,IMAX Commercial Laser,,,,,,,
普瓦捷(Poitiers) – FUTUROSCOPE - KINEMAX IMAX THEATRE,0.3697016,46.67023,imax,IMAX GT 3D Laser,2016年4月9日,,29.70,19.507,579.3579,,
倫敦（London） – BFI IMAX ,-0.1136318,51.5048789,imax,"IMAX GT 
IMAX Commercial Laser",,,27.58,20.255,558.6329,,
伦敦  -  ODEON Luxe Leicester Square,-0.129325,51.5104854,dolby,科视Christie E3LH数字影院放映机,,,,,,800,
"倫敦（London） – Empire, Leicester Square ",-0.1304653,51.5108106,imax,IMAX GT 3D Laser,,,26.51,13.95,369.8145,,
倫敦（London） – Science Museum,-0.1767283,51.4972216,imax,"IMAX GT
IMAX GT 3D Laser",,,24.29,17.70,429.9330,,
"瓦倫西亞 – IMAX Dome, City of Arts and Sciences",-0.3762881,39.4699075,imax,IMAX GT Dome,1998年4月16日,,24.01,,,306,
"Watford – Cineworld, Intu Watford",-0.3928591,51.6541167,imax,IMAX Xenon,,,22.00,11.60,255.2000,,
沃特福德(Watford) - Cineworld Watford & IMAX ,-0.3964278,51.656065,imax,IMAX Commercial Laser ,,,,,,,
"魯斯登(Rushden)  – Cineworld, Rushden Lakes ",-0.6283353,52.3005722,imax,IMAX Commercial Laser ,,,23.80,13.20,314.1600,,
"York - Cineworld, York Community Stadium",-1.0523302,53.9834861,imax,IMAX Commercial Laser,,,22.29,16.81,374.6949,,
"謝菲爾德（Sheffield） – Cineworld, Valley Centertainment ",-1.4139184,53.4025923,imax,IMAX GT 3D Laser,,,23.89,12.92,308.6588,,
約克郡 利茲  - ODEON Luxe Leeds Thorpe Park,-1.4258519,53.8003261,dolby,科视Christie E3LH数字影院放映机,,,,,,260,
Barnsley – Cineworld ,-1.4779374,53.5529575,imax,IMAX Xenon,,,,,,,
"Gateshead - Odeon, Metrocentre ",-1.6700088,54.9589669,imax,IMAX Xenon,,,,,,,
Gateshead  - ODEON Metrocentre,-1.6700088,54.9589669,dolby,科视Christie E3LH数字影院放映机,,,,,,122,
雷恩 -  Les Cinémas Gaumont Pathé Rennes,-1.6777926,48.117266,dolby,科视Christie E3LH数字影院放映机,,,,,,,
曼徹斯特（Manchester） – VUE MANCHESTER IMAX & THE PRINTWORKS,-2.2402064,53.4854244,imax,"IMAX GT
IMAX GT 3D Laser",,,26.30,18.80,494.4400,,
"Manchester - Odeon, Trafford Centre",-2.3480227,53.4658025,imax,IMAX Xenon,,,17.93,9.58,171.7694,,
Madrid – CINESA PARQUESUR IMAX,-3.7316762,40.3388439,imax,IMAX Xenon,2011年5月20日,,18.98,10.18,193.2164,418,
Madrid – CINESA LAS ROZAS MADRID & IMAX,-3.8969637,40.5158464,imax,IMAX Xenon,2018年10月11日,,17.80,9.96,177.288,,
"格拉斯哥（Glasgow） – Cineworld, Science Center ",-4.2583345,55.8616704,imax,IMAX Xenon,,,24.99,18.89,472.0611,,
Glasgow - Cineworld Silverburn,-4.3428437,55.8231207,imax,IMAX Xenon,,,,,,,
"Belfast – Cineworld, Odyssey",-5.9161803,54.6040883,imax,IMAX Commercial Laser,,,25.00,18.90,472.5000,,
波多 - IMAX Cinemas NOS MarShopping Matosinhos ,-8.6862878,41.2099153,imax,IMAX Commercial Laser,,,22.82,12.86,293.4652,,
里斯本 - IMAX Cinemas NOS Colombo,-9.187056,38.755124,imax,IMAX Commercial Laser,,,21.39,11.97,256.0383,,
卡斯凱什 - IMAX Cinemas NOS CascaisShopping,-9.3977528,38.7381368,imax,IMAX Commercial Laser,,,20.84,11.58,241.3272,,
博阿維亞任 - 塞阿拉 – UCI KINOPLEX DE LUX SHOPPING RECIFE & IMAX,-34.902409,-8.1317303,imax,IMAX Xenon,2014年4月3日,,19.26,10.69,205.8894,,
里约热内卢 – UCI NEW YORK CITY CENTER & IMAX,-43.3601313,-22.9988673,imax,IMAX Xenon,2011年7月22日,,18.68,10.30,192.4040,,
貝洛奧里藏特 - CINEART BOULEVARD & IMAX,-43.9196141,-19.920103,imax,IMAX Xenon,2015年12月17日,,18.53,10.45,193.6385,,
聖保羅 – UCI ANALIA FRANCO IMAX,-46.559551,-23.5618539,imax,IMAX Xenon,2012年3月30日,,17.76,9.23,163.9248,,
聖保羅 – CINÉPOLIS IMAX THEATRE,-46.6395571,-23.5557714,imax,IMAX Xenon,2012年6月22日,,19.05,10.60,201.9300,,
"聖保羅 – ESPAÇO ITAU DE CINEMA IMAX, BOURBON SHOPPING CENTRE",-46.6813463,-23.5261527,imax,IMAX Xenon,2009年1月14日,,20.78,12.10,251.4380,,
科蒂亞 – CINEFLIX THE SQUARE OPEN MALL & IMAX,-46.8241462,-23.5900262,imax,IMAX Xenon,2012年4月20日,,21.21,12.10,256.6410,,
坎皮納斯 - KINOPLEX D. PEDRO & IMAX,-47.0645995,-22.8479519,imax,IMAX Xenon,2015年2月12日,,17.49,9.63,168.4287,,
里貝朗普雷圖 - UCI RIBEIRAO SHOPPING & IMAX,-47.816484,-21.211647,imax,IMAX Xenon,2014年6月12日,,14.75,7.92,116.8200,,
古里提巴 – IMAX PALLADIUM,-49.2915361,-25.4785689,imax,IMAX Xenon,2009年7月24日,,21.30,12.19,259.6470,,
阿雷格里港 – BOURBON SHOPPING WALLIG IMAX,-51.1608281,-30.0111521,imax,IMAX Xenon,2013年5月24日,,20.93,11.88,248.6484,,
伊瓜特米 – UCI Kinoplex Iguatemi Fortaleza,-54.5600652,-23.675998,imax,IMAX Xenon,2014年1月23日,,20.23,11.06,223.7438,,
波薩達斯 – IMAX PARQUE DEL CONOCIMIENTO,-55.9641926,-27.3952732,imax,IMAX Xenon,2016年9月14日,,21.15,12.00,253.8000,,
布宜諾斯艾利斯省蒙羅 – IMAX THEATRE SHOWCASE,-58.5240523,-34.5144542,imax,IMAX Xenon,2006年5月12日,,26.09,19.99,521.5391,,
哈利法克斯Halifax - Scotiabank Theatre Halifax,-63.6712123,44.6496364,imax,"IMAX SR
IMAX Xenon","1998年1月23日
2011年3月28日",,21.79,16.09,350.6011,271,全球第一套胶片IMAX SR氙灯放映系統
"San Juan, Puerto Rico Montehiedra Cinemas & IMAX  46.10 x 80.00",-66.0668196,18.337767,imax,,,,,,,,
"Saco, ME The Cinemagic & IMAX in Saco  44.00 x 70.00",-70.4243089,43.5284842,imax,,,,,,,,
聖地亞哥首都大區 - CINE HOYTS & IMAX,-70.5717445,-33.4526887,imax,IMAX Xenon,2015年5月2日,,21.15,11.73,248.0895,,
丹弗斯 AMC Liberty Tree Mall 20,-70.9410852,42.5527231,dolby,科视Christie E3LH数字影院放映机,,,,,,,
波士頓 – Simons IMAX Theater,-71.0501946,42.3587791,imax,IMAX GT,2001年12月6日,,24.68,19.81,488.9108,,
波士頓AMC South Bay Center 12,-71.0621086,42.3254576,dolby,科视Christie E3LH数字影院放映机,,,,,,,
"Boston, MA Mugar Omni Theater  ",-71.0699558,42.366947,imax,IMAX GT Dome,,,21.94,,,,
萨默维尔 AMC Assembly Row 12,-71.0798568,42.3949035,dolby,科视Christie E3LH数字影院放映机,,,,,,,
"雷丁 - Sunbrella IMAX 3D Theatre, Jordan’s Furniture Reading",-71.1029921,42.5235564,imax,IMAX GT 3D Laser,,,25.72,19.96,513.3712,,
梅休因 AMC Methuen 20,-71.1573222,42.7443553,dolby,科视Christie E3LH数字影院放映机,,,,,,,
魁北克市 - CINEPLEX CINEMAS GALERIES DE LA CAPITALE & IMAX,-71.3,46.8288889,imax,"IMAX GT 
IMAX Xenon",1995年6月18日,,28.19,22.86,644.4234,344,
"Natick, MA Jordan's Furniture IMAX 3D Theatre",-71.3468091,42.2775281,imax,,,,20.72,16.12,334.0064,,
"Providence, RI  Showcase Providence Place Cinemas 16 & IMAX",-71.4170169,41.8268645,imax,"IMAX GT 
IMAX Xenon",2000年6月23日,,24.68,18.59,458.8012,424,
丹伯里 AMC Danbury 16,-73.4153729,41.4160949,dolby,科视Christie E3LH数字影院放映机,,,,,,,
"Norwalk, CT IMAX Theater ",-73.4160762,41.0999636,imax,,,,22.25,17.37,386.4825,,
"蒙特婁Montréal - Telus, Montreal Science Centre",-73.550784,45.504692,imax,IMAX GT 3D Laser,1988年6月15日,,27.73,21.33,591.4809,380,
蒙特婁Montréal - Cinéma Banque Scotia Montréal,-73.5722417,45.5009139,imax,"IMAX GT 
IMAX Xenon",1999年6月18日,,24.90,18.71,465.8790,340,
纽约 AMC Loews Port Chester 14,-73.6656834,41.0017643,dolby,科视Christie E3LH数字影院放映机,,,,,,,
"New Rochelle, NY  Regal New Roc City 18 & IMAX",-73.7793685,40.9119039,imax,,,,24.84,18.13,450.3492,,
纽约 AMC MJ Harlem 9,-73.9518015,40.8097351,dolby,科视Christie E3LH数字影院放映机,,,,,,,
"紐約New York, NY - AMC Lincoln Square 13 & IMAX",-73.9819053,40.7751676,imax,"IMAX GT 
IMAX GT 3D Laser",1994年11月18日,,30.78,23.04,709.1712,472,
纽约 AMC Lincoln Square 13,-73.9819053,40.7751676,dolby,科视Christie E3LH数字影院放映机,,,,,,,
纽约AMC Loews 34th Street 14,-73.9861443,40.7485483,dolby,科视Christie E3LH数字影院放映机,,,,,,,
紐約 - AMC Empire 25 & IMAX,-73.9890036,40.756737,imax,IMAX Commercial Laser,2008年9月5日,,17.67,8.53,150.7251,,
纽约AMC Empire 25,-73.9890036,40.756737,dolby,科视Christie E3LH数字影院放映机,,,,,,,
紐約 - AMC 34TH STREET 14 & IMAX,-73.9944325,40.7524407,imax,IMAX Commercial Laser,2009年6月19日,,16.48,9.20,151.6160,,
伊頓敦 AMC Monmouth Mall 15,-74.0534799,40.287233,dolby,科视Christie E3LH数字影院放映机,,,,,,,
"Jersey City, NJ -  IMAX Dome Theater",-74.0547212,40.7086599,imax,IMAX GT Dome,,,27.00,,,,
帕拉姆斯 AMC Garden State 16,-74.0762757,40.9181658,dolby,科视Christie E3LH数字影院放映机,,,19.596,11.578,226.8824,,
克利夫頓 - AMC Clifton Commons 16,-74.1402858,40.8289041,imax,IMAX Xenon,2011年8月26日,,13.71,7.31,100.2201,,
克利夫顿 AMC Clifton Commons 16,-74.1402858,40.8289041,dolby,科视Christie E3LH数字影院放映机,,,13.568,7.445,101.0137,,
伊丽莎白 AMC Jersey Gardens 20,-74.1685875,40.6596095,dolby,科视Christie E3LH数字影院放映机,,,,,,,
林登 AMC Aviation 12,-74.2452926,40.6208182,dolby,科视Christie E3LH数字影院放映机,,,,,,,
"Atlantic City, NJ IMAX Theatre at Tropicana",-74.4444223,39.3523381,imax,,,,22.86,16.76,383.1336,,
新不伦瑞克省 AMC New Brunswick 18,-74.4518188,40.4862157,dolby,科视Christie E3LH数字影院放映机,,,,,,,
洛克威 AMC Rockaway Plaza 16,-74.5218276,40.8915672,dolby,科视Christie E3LH数字影院放映机,,,,,,,
"Northfield, NJ Frank Tilton 9 & IMAX  44.70 x 85.00",-74.5501546,39.3703942,imax,,,,,,,,
斯菲爾德 Northfield - Tilton Square Theatre,-74.5548991,39.386562,imax,IMAX Xenon,,,,,,,
本萨勒姆 AMC Neshaminy 24,-74.954105,40.140225,dolby,科视Christie E3LH数字影院放映机,,,,,,,
切裏希爾 AMC Cherry Hill 24,-75.0280988,39.9362666,dolby,科视Christie E3LH数字影院放映机,,,,,,,
"Philadelphia, PA Tuttleman IMAX Theater",-75.1736157,39.9583785,imax,IMAX GT Dome,,,21.33,,,,
"King of Prussia, PA  Regal King of Prussia Stadium 16 & IMAX",-75.39771,40.092594,imax,"IMAX GT 
IMAX Commercial Laser",2000年5月19日,,21.64,15.54,336.2856,340,
渥太華 - Scotiabank Theatre Ottawa,-75.6134878,45.4313752,imax,"IMAX MPX
IMAX Xenon",2006年12月13日,,20.78,11.06,229.8268,439,
"Dickson City, PA  Regal Dickson City Stadium 14 & IMAX  42.00 x 70.00",-75.63288,41.470512,imax,,,,,,,,
