theatre,lng,lat,type,projector,date,ratio,width,height,size,seats,note
奧克蘭 - Event Cinemas Queen Street IMAX,174.7638387,-36.85195,imax,IMAX GT 3D Laser,1999年7月29日,,27.00,19.90,537.3000,,
悉尼 -HOYTS Entertainment Quarter,151.2271863,-33.894938,imax,IMAX Xenon,2008年12月25日,,17.92,9.41,168.6272,,
悉尼 - IMAX Sydney,151.2013022,-33.8736942,imax,IMAX GT 3D Laser,"1996年9月25日-2016年9月25日（IMAX GT）
2013年3月7日-2016年9月25日（IMAX Xenon）
2023年10月11日",,35.72,29.57,"1056.2404
692",401,
墨爾本 -IMAX Theatre Melbourne,144.9630576,-37.8136276,imax,"IMAX GT 
IMAX GT 3D Laser","1998年5月23日（IMAX GT）
2013年3月7日（IMAX Xenon）
2015年9月17日",,31.08,23.19,720.7452,,全球第五套IMAX GT 3D Laser系統
札幌 - ユナイテッド・シネマ札幌,141.3633601,43.064133,imax,IMAX®レーザー,"2010年11月19日
2019年11月8日",,24.93,13.86,345.5298,"2D ・IMAX®/ 458人
3D ・IMAX®/ 412人",
TOHOシネマズ すすきの （北海道）,141.352701,43.0551326,dolby,科视Christie E3LH数字影院放映机,,,,,,,
仙台 - TOHOシネマズ仙台,140.8791909,38.2588879,imax,IMAX®デジタルシアター,2016年7月1日,,17.00,9.20,156.4000,364,
成田 - 成田HUMAXシネマズ,140.3216702,35.7935865,imax,IMAX®デジタルシアター,2012年5月25日,,24.38,13.83,337.1754,,
土浦 - シネマサンシャイン土浦,140.182469,36.079371,imax,IMAX®デジタルシアター,2012年12月14日,,16.70,9.23,154.1410,257,
市原 - USシネマちはら台,140.1719786,35.5271569,imax,IMAX®デジタルシアター,2017年8月4日,,17.40,9.23,160.6020,327,
松戶 - ユナイテッド・シネマ テラスモール松戸,139.9336451,35.818273,imax,IMAX®レーザー,2019年10月25日,,,,,"2D ・IMAX/ 347人
3D ・IMAX/ 303人",
千葉県流山市 -  TOHOシネマズ流山おおたかの森,139.9263671,35.8711334,imax,IMAX®レーザー,2020年4月24日,,,,,238(2),
東京都 - 109シネマズ木場,139.8040622,35.6667616,imax,IMAX®デジタルシアター,2011年7月15日,,17.95,9.08,162.9860,,
東京都江東区 -  109シネマズ木場,139.8040622,35.6667616,imax,IMAX®レーザー,2021年10月1日,,,,,317,
丸の内ピカデリー　ドルビーシネマ,139.7629245,35.6734305,dolby,科视Christie E3LH数字影院放映机,2019年10月4日,,15.000,7.130,106.9500,255席,住所：東京都千代田区有楽町2-5-1 有楽町マリオン新館5F
東京都 - TOHOシネマズ日比谷,139.7604761,35.6733946,imax,IMAX®レーザー,"2018年3月29日 
2022年11月4日",,,,,341,12chサウンドシステムを
東京都 - TジョイPRINCE品川,139.7357842,35.6280946,imax,IMAX®デジタルシアター,2016年7月1日,,20.26,11.43,231.5718,300,
東京都豊島区 - グランドシネマサンシャイン,139.716393,35.7309766,imax,IMAX®レーザー/GTテクノロジー,2019年7月19日,,25.85,18.91,488.8046,544,12chサウンドシステムを
新宿バルト9,139.7058925,35.6901521,dolby,科视Christie E3LH数字影院放映机,2022年12月1日,,,,,387+（4）,住所：東京都新宿区新宿3丁目1番26号新宿三丁目イーストビル9階
東京都 - TOHO  Cinemas SHINJYUKU（TOHOシネマズ新宿）,139.7019653,35.6951484,imax,IMAX®レーザー,2019年11月2日,,19.44,10.91,212.0904,311,
川崎  - 109シネマズ川崎,139.6968365,35.5330632,imax,IMAX®レーザー,2018年11月23日,,17.40,8.99,156.4260,458,
浦和 - ユナイテッドシネマ浦和,139.6591805,35.8587143,imax,IMAX®レーザー,"2010年11月19日
2020年3月20日",,18.22,9.17,167.0774,"2D・IMAX®/375人
3D・IMAX®/320人",
東京都 - ユナイテッドシネマとしまえん   ,139.6485589,35.7423973,imax,IMAX®レーザー,"2011年5月20日
2020年3月14日",,19.01,9.50,180.5950,"2D・IMAX®/383人
3D・IMAX®/345人",
Movixさいたま,139.6362152,35.8948441,dolby,科视Christie E3LH数字影院放映机,2019年4月26日,,13.920,5.800,80.7360,292,住所：埼玉県さいたま市大宮区吉敷町4丁目267番2号 コクーンシティ コクーン1 2F
橫濱 - 横浜ブルク13,139.6306632,35.452068,imax,IMAX®デジタルシアター,2016年7月1日,,19.05,10.48,199.6440,330,
東京都 - 109シネマズ二子玉川,139.6296672,35.6110776,imax,IMAX®デジタルシアター ,2015年4月24日,,18.47,9.90,182.8530,224,12chサウンドシステムを
東京都 - 109シネマズ二子玉川,139.6296672,35.6110776,imax,IMAX®レーザー,"2015年4月24日
2020年3月17日",,18.47,9.90,182.8530,224,
Ｔ・ジョイ横浜 ,139.6223262,35.4667828,dolby,科视Christie E3LH数字影院放映机,2020年6月24日,,,,,325+（2）,"日本〒220-0005 Kanagawa, Yokohama, Nishi Ward, Minamisaiwai, 1 Chome−1−1 JR横浜タワ 8階"
菖蒲 - 109シネマズ菖蒲,139.6094287,36.0759186,imax,IMAX®レーザー,"2009年6月19日（IMAX®デジタルシアター）
2019年4月26日",,18.40,9.18,168.9120,349,
橫濱 - TOHOシネマズららぽーと横浜,139.5665793,35.5162796,imax,IMAX®デジタルシアター ,2016年12月16日,,,,,373,12chサウンドシステムを
東京都調布市 − イオンシネマ シアタス調布,139.5419677,35.6524623,imax,IMAX®レーザー,2023 年 5 月 1 日,,,,,,
橫濱 - 109シネマズグランベリーモール,139.4701568,35.5100404,imax,IMAX®デジタルシアター,"2010年11月19日 
2017年2月12日をもって一時休館",,16.79,8.62,144.7298,,
南町田 - 109シネマズグランベリーパーク,139.4701568,35.5100404,imax,IMAX®レーザー,2019年11月13日,,16.79,8.62,144.7298,330,
藤澤  - 109シネマズ湘南,139.446286,35.3393532,imax,IMAX®デジタルシアター,2011年11月11日,,20.60,11.52,237.3120,312,
神奈川県藤沢市 -  109シネマズ湘南,139.446286,35.3393532,imax,IMAX®レーザー,2021年10月1日,,,,,312,
立川 - TOHOシネマズ 立川立飛,139.4163055,35.7125205,imax,IMAX®デジタルシアター,2020年9月10日,,,,,,
沼津 -  シネマサンシャインららぽーと沼津,138.8404452,35.1183289,imax,IMAX®レーザー,2019年10月4日,,,,,328(2),
豐橋  - ユナイテッドシネマ豊橋18,137.3716887,34.7441622,imax,IMAX®デジタルシアター,2014年6月13日,,17.00,9.20,156.4000,269,
名古屋  -  イオンシネマ大高,136.948559,35.0530248,imax,IMAX®デジタルシアター,2016年7月1日,,17.83,9.69,172.7727,372,
ミッドランドスクエア シネマ,136.885203,35.169889,dolby,科视Christie E3LH数字影院放映机,2019年12月20日,,"11.95 
9.25","5.0
5.0","59.75
46.25",163席 （2席）,住所：〒450-0002 愛知県名古屋市中村区名駅４丁目７−1 ミッドランドスクエア5階
名古屋- 109シネマズ名古屋,136.8848017,35.162646,imax,IMAX®レーザー,2018年11月23日,,17.09,8.80,150.3920,407,
岐阜県各務原市 − イオンシネマ各務原,136.821233,35.3922249,imax,IMAX®レーザー,2023 年 5 月 1 日,,,,,,
大和郡山 -  シネマサンシャイン大和郡山,135.8025035,34.6496194,imax,IMAX®デジタルシアター,2011年7月1日,,18.25,9.60,175.2000,378,
大和郡山 -  シネマサンシャイン大和郡山,135.8025035,34.6496194,imax,IMAX®レーザー,"2011年7月1日
2019年11月22日",,18.25,9.60,175.2000,378,
MOVIX京都,135.7677166,35.0082553,dolby,科视Christie E3LH数字影院放映机,2020年3月3日,,12.380,5.180,64.1284,306（4）,"400 Sakuranocho, Nakagyo Ward, Kyoto MOVIX京都（谷歌）京都"
京都 - TOHOシネマズ二条	,135.7412226,35.01027,imax,IMAX®デジタルシアター,2015年12月18日,,19.26,10.36,199.5336,324,
TOHOシネマズ ららぽーと門真,135.5841385,34.730729,dolby,科视Christie E3LH数字影院放映机,2023年4月17日,,,,,234,"The location is 1-11 Matsuocho, Kadoma City, Osaka Prefecture."
吹田市 - 109シネマズ大阪エキスポシティ,135.5343785,34.8055774,imax,IMAX®レーザー/GTテクノロジー,2015年11月19日,,25.99,17.98,467.3002,407,12chサウンドシステムを
大阪 - TOHOシネマズなんば,135.5013812,34.6654408,imax,IMAX®デジタルシアター ,2016年12月16日,,,,,455,12chサウンドシステムを
梅田ブルク7,135.4984927,34.7006768,dolby,科视Christie E3LH数字影院放映机,2019年6月28日,,,,,376席＋(車椅子2席）,住所：〒530-0001 大阪府大阪市北区梅田１丁目１２−6 E-MAビル 7F
箕面 - 109シネマズ箕面,135.48812,34.8320917,imax,IMAX®デジタルシアター,2009年6月19日,,16.00,8.68,138.8800,271,
岸和田 -  ユナイテッドシネマ岸和田,135.3704295,34.4672823,imax,IMAX®デジタルシアター,2010年12月17日,,18.10,9.29,168.1490,366,
兵庫県西宮市 − TOHOシネマズ西宮OS,135.3608411,34.7436807,imax,IMAX®レーザー,2021年11月19日,,,,,,
哈巴罗夫斯克（伯力） Хабаровск - Cinema 9,135.0800049,48.4615703,imax,IMAX Xenon,2019年11月14日,,,,,,
福山 -  福山エーガル8シネマズ,133.3577622,34.5440385,imax,IMAX®デジタルシアター,2015年11月28日,,16.00,8.59,137.4400,262,
松山 -  シネマサンシャイン衣山,132.7465636,33.8540074,imax,IMAX®デジタルシアター,2012年12月1日,,15.24,8.13,123.9012,269,
府中町 -  広島バルト11,132.4996548,34.394397,imax,IMAX®デジタルシアター,2017年12月15日,,15.24,8.16,124.3584,297,
符拉迪沃斯托克（海参崴） Владивосток - Киномакс-Сапфир,131.9173452,43.1020555,imax,IMAX Xenon,2019年4月25日,,,,,,
符拉迪沃斯托克（海参崴） Владивосток - Иллюзион Океан IMAX,131.8781388,43.1164252,imax,IMAX Xenon,2014年12月10日,,,,,,
鸡西万达影城(万达广场店) ,130.99283701946,45.3110971695275,imax,IMAX 氙灯,2016年7月15日,,  ,  ,  ,431,
鹿兒島 - 鹿兒島市立科學館,130.554618,31.5634149,imax,IMAXドーム,1990年12月25日,,23.01,,,,
鹿兒島  -  鹿児島ミッテ10,130.5429652,31.5849504,imax,IMAX®デジタルシアター,2018年7月13日,,14.99,8.10,121.4190,259,
福岡県 - イオンシネマ福岡,130.480284,33.5960442,imax,IMAX®レーザー,2023 年 5 月 1 日,,,,,,
T・ジョイ博多,130.4204315,33.58981,dolby,科视Christie E3LH数字影院放映机,2018年11月23日,,,,,346席＋(車椅子2席）,住所：福岡県福岡市博多区博多駅中央街1-1JR博多シティ9階
福岡 -  ユナイテッドシネマキャナルシティ13,130.4109197,33.5891777,imax,IMAX®レーザー,"2010年11月19日
2020年3月6日",,15.11,8.38,126.6218,"2D・IMAX®/270人
3D・IMAX®/233人",
佳木斯万达影城(万达广场店) ,130.344046015726,46.7999917766591,imax,IMAX 氙灯,2015年9月12日,,21.40,11.390,243.7460,374,
牡丹江万达影城(万达广场店) ,129.606958327331,44.5763793627467,imax,IMAX 氙灯,2016年7月22日,,  ,  ,  ,326,
延吉万达影城(万达广场店) ,129.464259532662,42.90710459009,imax,IMAX 氙灯,2016年9月9日,,  ,  ,,377, -
蔚山 - CGV 울산삼산 ,129.3390041,35.5415384,imax,IMAX Xenon,2013年5月1日,,24.38,14.08,343.2704,502,
釜山 - CGV 서면,129.0637629,35.1492915,imax,IMAX Xenon,2006年6月28日,,18.59,10.78,200.4002,358,
昌原 - CGV 창원더시티 ,128.6533094,35.2406654,imax,IMAX Xenon,2014年4月16日,,15.45,8.47,130.8615,304,
大邱广域市-megabox대구신세계(동대구),128.6286271,35.8779244,dolby,科视Christie E3LH数字影院放映机,2022年6月30日,,,,,213,
春川 - CGV 춘천,127.7438915,37.850425,imax,IMAX Xenon,2014年10月27日,,16.79,9.41,157.9939,321,
浦添 - ユナイテッド・シネマ PARCO CITY 浦添,127.699764,26.2637022,imax,IMAX®レーザー,2019年6月27日,,,,,309,
大田 - CGV 대전,127.4089577,36.320964,imax,IMAX Xenon,2010年12月15日,,15.30,8.50,130.0500,364,
大田市 - Megabox 대전신세계 아트앤사이언스,127.3819045,36.3751677,dolby,科视Christie E3LH数字影院放映机,2021年8月27日,,,,,313,"Converted from MX, Meyer -> Dolby speakers"
南楊州市 - Megabox 남양주현대아울렛 스페이스원,127.1514018,37.6164535,dolby,科视Christie E3LH数字影院放映机,2020年11月4日,,20.500,11.700,239.8500,290,SLS speakers
安城市 - Megabox 안성스타필드,127.1456585,36.9946696,dolby,科视Christie E3LH数字影院放映机,2020年10月9日,,,,,254,"Might be converted from non-PLF during construction, SLS speakers applied"
首爾 - CGV 천호   ,127.1422439,37.5456582,imax,IMAX Xenon,2015年7月7日,,24.74,18.68,462.1432,347,
全州 - CGV 전주효자  ,127.1156425,35.8069155,imax,IMAX Xenon,2014年8月28日,,24.38,13.99,341.0762,373,
城南 - CGV 판교,127.1121788,37.3933242,imax,IMAX Xenon,2015年8月20日,,21.33,12.13,258.7329,297,
华城市 - CGV 동탄,127.0693597,37.2051548,imax,IMAX Laser XT,2022年7月23日,,,,,246,
首爾 - Megabox COEX,127.0587905,37.5124447,dolby,科视Christie E3LH数字影院放映机,2020年7月22日,,,,,378,"Converted from MX(Proprietary PLF brand), Speakers changed from Meyer to QSC"
水原 - CGV광교,127.0574119,37.2853611,imax,IMAX Commercial Laser,2020年3月20日,,20.40,11.70,238.6800,282,
議政府 - CGV의정부,127.0456936,37.7376561,imax,IMAX Xenon,2016年12月2日,,16.09,8.86,142.5574,292,
首爾 - CGV 왕십리,127.0382293,37.5620246,imax,IMAX Xenon,2009年3月6日,,21.30,12.31,262.2030,303,
首爾 - CGV 압구정점,127.0368315,37.5259262,imax,IMAX Laser XT,2022年8月16日,,,,,170+10包厢,
水原 - CGV 수원,127.000005,37.2665965,imax,IMAX Xenon,2011年5月14日,,16.18,8.93,144.4874,358,
绥化万达影城(万达广场店),126.970712007001,46.6501385201444,imax,IMAX 氙灯,2018年10月1日,,20.05,10.700,214.5350,364,
首爾 - CGV 용산아이파크몰  ,126.9651948,37.5301199,imax,IMAX GT 3D Laser,"2017年7月15日-2020年11月22日
2020年12月7日",,29.99,22.40,671.7760,624,
光州 - CGV 광주터미널 ,126.8815307,35.160781,imax,IMAX Xenon,2009年5月30日,,18.19,10.08,183.3552,362,
高陽 - CGV 일산,126.7724185,37.6552679,imax,IMAX Xenon,2007年3月29日,,21.33,12.58,268.3314,276,
富川 - CGV 소풍,126.7567429,37.5039274,imax,IMAX Xenon,2014年11月6日,,16.06,8.93,143.4158,346,
哈尔滨CGV影城(红博中央公园IMAX店) ,126.704962784591,45.7637244200549,imax,IMAX 氙灯,2016年2月3日,,  ,,  ,377,
仁川 - CGV 인천,126.7019408,37.4516923,imax,IMAX Xenon,2005年12月1日,,16.67,9.11,151.8637,326,
哈尔滨万达影城(香坊万达广场店) ,126.68410916116,45.745268634738,imax,IMAX 氙灯,2011年11月8日,,20.21,10.790,218.0659,338,
哈尔滨万达影城(松雷广场店) ,126.650384167229,45.7650247294072,imax,IMAX 氙灯,2017年9月15日,,18.52,9.670,179.0884,191,
哈尔滨万达影城(中央大街印象城IMAX店) ,126.622976147475,45.7860509733324,imax,IMAX 氙灯,2011年11月19日,,  ,  ,  ,425,
哈尔滨万达影城（哈东万达广场店）暂停放映 (原哈尔滨泰莱时代影城）,126.595366997118,45.7065769659254,imax,IMAX GT 3D Laser,"2015年2月1日(IMAX 氙灯)
2016年1月9日-2021年2月10日
2021年2月23日",,28.65,21.300,610.2450,539,12聲道音響系統 （此银幕尺寸为影院自行宣传尺寸）
哈尔滨万达影城(五常金街时代广场店) ,126.594265494901,45.7068451531593,imax,IMAX 氙灯,2019年1月23日,,  ,   ,  ,361,
哈尔滨万达影城(哈西万达广场店) ,126.593488011482,45.7067419317534,imax,IMAX Commercial Laser,"2013年9月13日-2019年8月8日(IMAX 氙灯)
2019年8月25日",,20.54,11.490,236.0046,404,12聲道音響系統
吉林万达影城(昌邑万达广场店) ,126.581430605302,43.8879731137582,imax,IMAX 氙灯,2017年9月15日,,21.72,11.340,246.3048,350, -
吉林万达影城(欧亚商都店) ,126.571794032943,43.8907891599198,imax,IMAX 氙灯,2014年12月28日,,  ,  ,,335, -
吉林万达影城(华业广场店) ,126.571794032943,43.8907891599198,imax,IMAX 氙灯,2015年12月22日,,  ,  ,,328, -
哈尔滨博纳国际影城（银泰IMAX店）,126.545413754827,45.7435359415027,imax,IMAX 氙灯,2020年7月26日,,22.74,11.790,268.1046,388,
哈尔滨万象影城（万象汇IMAX激光店）,126.544082016908,45.8156038233521,imax,IMAX Commercial Laser,2019年8月18日,,  ,  ,  ,485,5.1聲道音響系統
哈尔滨黑龍江省科學技術館,126.541615090317,45.8088258279522,imax,IMAX SR Dome,2003年8月8日,,23.00,,,300,
哈尔滨金逸影城（憬荟IMAX店）,126.522493849062,45.8819256387915,imax,IMAX 氙灯,2021年9月12日,,21.50,11.600,249.4000,391,
哈尔滨万达影城(万达文化旅游城店) ,126.508254988084,45.8090478480168,imax,IMAX 氙灯,2017年6月30日,,20.00,11.000,220.0000,368,
长春寰映影城 (摩天活力城店),125.384647279456,43.8420742759357,imax,IMAX 氙灯,2019年1月26日,,23.10,11.750,271.4250,415, -
长春万达影城(宽城万达广场店) ,125.328345442635,43.9209371031987,imax,IMAX 氙灯,2013年8月16日,,,  ,  ,413, -
长春万达影城(重庆路万达广场店) ,125.326537962119,43.8955111367762,imax,IMAX 氙灯,2011年12月,,22.71,12.280,278.8788,374, -
长春万达影城 (钜城华億广场店),125.325573990476,43.8046121425294,imax,IMAX 氙灯,2020年7月25日,,,,,329,
长春万达影城(红旗街万达广场店) ,125.303026701837,43.8728702053392,imax,IMAX 氙灯,2010年10月29日,,  ,  ,  ,383, -
长春万达影城(繁荣路力旺中心店) ,125.296578664886,43.8475847359655,imax,IMAX 氙灯,2016年6月7日,,  ,  ,  ,325, -
长春星轶IMAX影城(绿园吾悦广场旗舰店),125.278548056351,43.8939492478814,imax,IMAX 氙灯,2017年7月28日,,25.98,13.850,359.8230,530, -
长春万达影城(栖乐荟广场店) ,125.266082630111,43.8243700301506,imax,IMAX 氙灯,2017年9月23日,,24.03,12.400,297.9720,370, -
长春万达影城(欧亚大卖场店) ,125.249371991692,43.8472431509804,imax,IMAX 氙灯,"2008年04月28日-2009年05月12日(IMAX MPX)
2010年6月12日",,  ,,  ,556,中國大陸地區第10家IMAX影院
长春万达影城(车城万达广场店) ,125.195312415254,43.8333481916185,imax,IMAX 氙灯,2017年9月8日,,  ,  ,,370, -
大庆幸福蓝海国际影城(松雷广场店) ,124.896582974307,46.6161024771845,imax,IMAX 氙灯,"2013年12月21日-2022年4月10日
2022年12月16日",,  ,  ,  ,407,
大庆万达影城(萨尔图万达广场店) ,124.875599455899,46.6308869182693,imax,IMAX 氙灯,2011年11月25日,,  ,  ,  ,288,
大庆万达影城(让胡路万达广场店) ,124.875599455899,46.6308869182693,imax,IMAX 氙灯,2019年7月19日,,,,,,
四平万达影城(颐高产业园店) ,124.398739375468,43.1607653882269,imax,IMAX 氙灯,2018年12月30日,,  ,  ,,307, -
四平万达影城(万达广场店) ,124.398200032839,43.1614080242317,imax,IMAX 氙灯,2016年7月1日,,  ,  ,,374, -
丹东万达影城(万达广场店) ,124.371060696264,40.1154671535233,imax,IMAX 氙灯,2013年12月20日,,20.69,11.750,243.1075,367,非常感谢银幕尺寸图提供者WeChat昵称：民国掷弹兵
本溪万达影城(万达广场店) ,124.127584869145,41.3079028813531,imax,IMAX 氙灯,2018年12月21日,,22.03,11.520,253.7856,352, -
齐齐哈尔万达影城(万达广场店) ,123.953706958479,47.3743195201552,imax,IMAX 氙灯,2015年8月1日,,  ,  ,  ,353,
抚顺万达影城(万达广场店) ,123.921590120785,41.8870374753823,imax,IMAX 氙灯,"2013年10月25日-2021年3月9日
2021年3月10日",,21.80,11.760,256.3680,394, -
沈阳辽宁科技馆,123.466869578415,41.6818222800761,imax,IMAX GT 3D Laser,"2015年4月29日（IMAX GT）
2016年3月12日",,"28.98
29.00","22.000
21.855","637.5600 
633.7950",596,"12聲道音響系統 （此银幕尺寸为银幕架子尺寸）
科教影院
现放映IMAX激光版本科普影片"
沈阳万达影城(奥体万达广场店) ,123.46566396259,41.7414829059807,imax,IMAX Commercial Laser,"2013年7月26日-2019年8月4日(IMAX 氙灯) 
2019年8月16日",,22.19,11.610,257.6259,405,12聲道音響系統
沈阳万达影城(沈北万达广场店) ,123.443228872309,41.917130691541,imax,IMAX Laser XT,2021年9月30日,,19.07,9.845,187.7442,286,
沈阳万象影城（长白万象汇杜比影院店）,123.406902385621,41.7537372014582,dolby,科视Christie E3LH数字影院放映机,2020年12月12日,,,,,190,沈阳市第一家杜比影院影厅
沈阳万达影城(北一路万达广场店) ,123.384238317266,41.8199555226624,imax,IMAX 氙灯,2012年8月31日,,  ,   ,  ,443, -
沈阳万达影城(铁西万达广场店) ,123.367279027882,41.788118391555,imax,IMAX 氙灯,2011年11月8日,,22.24,11.572,257.3613,401, -
鞍山万达影城(万达广场店),123.066031376805,41.1127456588548,imax,IMAX 氙灯,2019年8月10日,,23.71,12.700,301.1170,330,
大连万达影城(庄河万达广场店),122.986360032311,39.6704690888586,imax,IMAX 氙灯,2017年8月18日,,15.50,8.860,137.3300,274,非常感谢银幕尺寸图提供者WeChat昵称：民国掷弹兵
辽阳万达影城(万达广场店) ,122.976381834368,41.2254056430727,imax,IMAX 氙灯,2017年7月28日,,20.75,10.800,224.1000,385, -
通辽万达影城(万达广场店) ,122.286698077382,43.6370863209752,imax,IMAX 氙灯,2016年7月22日,,  ,  ,  ,386, -
营口万达影城(万达广场店) ,122.243101514372,40.6699846339728,imax,IMAX 氙灯,2015年6月19日,,  ,  ,,381, -
威海幸福蓝海国际影城（华发新天地IMAX店）,122.194754981317,37.4342480033913,imax,IMAX 氙灯,2021年8月1日,,24.43,13.500,329.8050,380,
舟山保利国际影城(绿城长峙IMAX店) ,122.185121585865,29.9795569224451,imax,IMAX 氙灯,2019年9月30日,,21.82,11.380,248.3116,274,
营口万达影城(鲅鱼圈万达广场店) ,122.153387204107,40.2490733142546,imax,IMAX 氙灯,2016年11月19日,,  ,  ,,388, -
威海万达影城(环翠万达广场店) ,122.145282422305,37.4557718141638,imax,IMAX 氙灯,2020年12月3日,,19.30,10.310,198.9830,304,
盘锦CGV影城(兴隆台店) ,122.074474298956,41.1340987430769,imax,IMAX 氙灯,2013年1月6日,,  ,  ,  ,300, -
大连万达影城(华府悦荟广场店) ,121.982579980879,39.6312051913475,imax,IMAX 氙灯,"2011年12月15日
2015年5月29日
2015年11月25日",,19.94,11.110,221.5334,"347
347
321",非常感谢银幕尺寸图提供者WeChat昵称：民国掷弹兵
大连万达影城(普兰店万达广场店) ,121.947321399782,39.4084351886763,imax,IMAX 氙灯,2017年7月29日,,15.25,8.940,136.3350,290,非常感谢银幕尺寸图提供者WeChat昵称：民国掷弹兵
宁波博纳国际影城(北仑店) ,121.836263153605,29.9012375391992,imax,IMAX 氙灯,2017年10月27日,,  ,  ,,324, -
大连万达影城(金州瑞栢中心店) ,121.721154302891,39.1077860326696,imax,IMAX 氙灯,2018年1月19日,,19.63,10.980,215.5374,315,非常感谢银幕尺寸图提供者WeChat昵称：民国掷弹兵
阜新万达影城(万达广场店),121.652323978783,42.0406459063503,imax,IMAX 氙灯,2018年8月10日,,,,,401,
大连CGV影城(东港店) ,121.63409807863,38.924298277054,imax,IMAX 氙灯,2015年3月13日,,21.76,12.730,277.0048,406,非常感谢银幕尺寸图提供者WeChat昵称：民国掷弹兵
宁波CGV影城(文化广场店) ,121.625660008218,29.8649539935221,imax,IMAX 氙灯,2013年10月22日,,21.67,11.900,257.8730,416, -
上海SFC上影影城(金桥太茂IMAX店) ,121.614322152319,31.2727736932254,imax,IMAX 氙灯,2017年4月14日,,21.68,12.479,270.5447,330,
大连SFC上影影城(百年港湾店),121.612946127939,38.9370064735967,imax,IMAX 氙灯,2016年1月15日,,19.96,11.070,220.9572,312,非常感谢银幕尺寸图提供者WeChat昵称：民国掷弹兵
宁波星轶IMAX影城（镇海吾悦广场旗舰店）,121.605889471747,29.9543537084764,imax,IMAX 氙灯,2017年11月24日,,  ,  ,,388, -
大连万达影城（和平广场奥纳店）,121.594533739562,38.902888339689,dolby,科视Christie E3LH数字影院放映机,"2016年6月23日 
2016年6月23日启幕仪式",,19.650,10.620,208.6830,340,辽宁省第一家杜比影院影厅
大连博纳影城(中央大道店) ,121.593782127342,38.9215165113608,imax,IMAX 氙灯,2017年11月20日,,24.83,14.070,349.3581,467,"IMAX中国旗下第500家IMAX影院
非常感谢银幕尺寸图提供者WeChat昵称：民国掷弹兵"
上海万达影城(周浦万达广场店) ,121.581714752697,31.1200377997593,imax,IMAX 氙灯,"2011年12月16日
2017年9月7日",,20.75,10.800,224.1000,"315
257",
上海CGV影城（复地活力店）,121.571648059237,31.1620630914505,dolby,科视Christie E3LH数字影院放映机,2019年12月20日,,,,,241,上海市第九家杜比影院影厅
上海幸福蓝海国际影城(龙湖宝山天街IMAX店) ,121.567661469214,31.1967529615431,imax,IMAX 氙灯,2017年12月16日,,25.44,13.230,336.5712,288,IMAX中國第二家IMAX 氙灯 12聲道音響系統影院
上海百丽宫影城（LCM置汇旭辉广场店）,121.56237197688,31.2482338425747,imax,IMAX 氙灯,2018年9月22日,,20.58,10.980,225.9684,308,
宁波万象影城 (万象城IMAX激光店) ,121.561747008493,29.905208962882,imax,IMAX Commercial Laser,2021年5月29日,,25.88,13.920,360.2496,448,5.1聲道音響系統
宁波影都（亚细亚IMAX店）,121.558644710415,29.873627969244,imax,IMAX 氙灯,2022年12月16日,,23.89,12.840,306.7476,352,银幕型号:HARKNESS IMAX Coating 3.1 Peak Gain
宁波幸福蓝海国际影城(环宇城IMAX店）  ,121.553814791181,29.8556029918031,imax,IMAX 氙灯,2021年12月8日,,23.03,12.660,291.5598,381,银幕型号:HARKNESS IMAX Coating 3.1 Peak Gain
宁波万达影城(鄞州万达广场店) ,121.553177443422,29.8328170903301,imax,IMAX 氙灯,2011年7月21日,,  ,  ,   ,305, -
宁波CGV影城(鄞州店) ,121.551711588492,29.8017628148039,imax,IMAX 氙灯,2014年12月29日,,21.39,11.092,237.2579,358, -
上海科技馆,121.54782293101,31.2243561115576,imax,IMAX Laser,"2001年12月19日-2023年3月31日(IMAX GT 3D)
预计2025年（IMAX Laser）",,24.32,18.310,445.2992,441,"科教影院
全球第74家IMAX影院
中國大陸地區第1家IMAX影院"
大连万达影城（甘井子万达广场店）,121.546444121883,38.9548966142346,imax,IMAX 氙灯,2017年9月29日,,21.14,11.000,232.5400,338,非常感谢银幕尺寸图提供者WeChat昵称：民国掷弹兵
大连万达影城(经开万达广场店),121.546444121883,38.9548966142346,imax,IMAX Commercial Laser,"2015年8月29日(IMAX 氙灯) 
2019年6月1日",,"21.62

22.01","11.51

11.51","248.8462
253.3351","362

344","12聲道音響系統 
非常感谢银幕尺寸图提供者WeChat昵称：民国掷弹兵"
大连万达影城(高新万达广场店) ,121.53963712205,38.8677293604223,imax,IMAX 氙灯,2013年5月25日,,22.08,12.130,267.8304,400,非常感谢银幕尺寸图提供者WeChat昵称：民国掷弹兵
宁波万达影城(江北万达广场店) ,121.536912993356,29.9220069262242,imax,IMAX 氙灯,"2011年12月25日
2018年11月8日",,23.21,12.053,279.7501,376, -
上海SFC上影百联影城(川沙IMAX店) ,121.523573982243,31.2337648811781,imax,IMAX 氙灯,2017年6月8日,,19.55,11.380,222.4790,180,
上海万达影城(五角场万达广场店) ,121.520423534989,31.3059720582388,imax,IMAX 氙灯,"2010年8月16日
2015年12月13日",,22.81,12.048,274.8149,"414
347",
上海万达影城（五角场万达广场店）,121.520423534989,31.3059720582388,dolby,科视Christie E3LH数字影院放映机,2019年4月24日,,18.600,8.800,163.6800,349,"上海市第七家杜比影院影厅
上海第一家同时拥有IMAX氙灯影厅跟杜比影院影厅的影城"
